id,apple,samsung,amazon,others,model,screensize,storage,isnight,returnsaccepted,returnsdays,sellerfeedbackscore,bids,price,ram,resolution,selleritemssold,ispolice,sellerlifepercent,selleryearpercent,isused,isbroken,deliveryspeed,startingprice,issold,bidcount,ruletriggered,nobid,residual
115620413756,0,1,0,0,galaxy tab s2,8,32,1,0,-1,499,1.0387779,1.2343471,,,163,0,100,100,1,0,0,.52221572,1,11,1,4,.42255986
115620413756,0,1,0,0,galaxy tab s2,8,32,1,0,-1,499,.9412027,1.2343471,,,163,0,100,100,1,0,0,.52221572,1,11,1,5,.32498461
115620413756,0,1,0,0,galaxy tab s2,8,32,1,0,-1,499,.8155694,1.2343471,,,163,0,100,100,1,0,0,.52221572,1,11,1,6,.19935131
115620413756,0,1,0,0,galaxy tab s2,8,32,1,0,-1,499,.68993616,1.2343471,,,163,0,100,100,1,0,0,.52221572,1,11,1,7,.073718071
115620413756,0,1,0,0,galaxy tab s2,8,32,1,0,-1,499,.66899723,1.2343471,,,163,0,100,100,1,0,0,.52221572,1,11,1,8,.052779138
115620413756,0,1,0,0,galaxy tab s2,8,32,1,0,-1,499,.56430286,1.2343471,,,163,0,100,100,1,0,0,.52221572,1,11,1,9,-.051915228
115620413756,0,1,0,0,galaxy tab s2,8,32,1,0,-1,499,.56430286,1.2343471,,,163,0,100,100,1,0,0,.52221572,1,11,1,10,-.051915228
115620413756,0,1,0,0,galaxy tab s2,8,32,1,0,-1,499,.52242512,1.2343471,,,163,0,100,100,1,0,0,.52221572,1,11,1,11,-.093792975
115627712279,0,1,0,0,galaxy tab a6 t585,10.1,16,1,0,-1,1807,1.5065525,1.5065525,2,1920x1200,1100,0,100,100,1,0,0,.52137816,1,10,1,1,.2701422
115627712279,0,1,0,0,galaxy tab a6 t585,10.1,16,1,0,-1,1807,1.4646747,1.5065525,2,1920x1200,1100,0,100,100,1,0,0,.52137816,1,10,1,2,.22826445
115627712279,0,1,0,0,galaxy tab a6 t585,10.1,16,1,0,-1,1807,1.2971637,1.5065525,2,1920x1200,1100,0,100,100,1,0,0,.52137816,1,10,1,3,.060753465
115627712279,0,1,0,0,galaxy tab a6 t585,10.1,16,1,0,-1,1807,1.2971637,1.5065525,2,1920x1200,1100,0,100,100,1,0,0,.52137816,1,10,1,4,.060753465
115627712279,0,1,0,0,galaxy tab a6 t585,10.1,16,1,0,-1,1807,1.255286,1.5065525,2,1920x1200,1100,0,100,100,1,0,0,.52137816,1,10,1,5,.018875718
115627712279,0,1,0,0,galaxy tab a6 t585,10.1,16,1,0,-1,1807,1.1924692,1.5065525,2,1920x1200,1100,0,100,100,1,0,0,.52137816,1,10,1,6,-.043941021
115627712279,0,1,0,0,galaxy tab a6 t585,10.1,16,1,0,-1,1807,.79463053,1.5065525,2,1920x1200,1100,0,100,100,1,0,0,.52137816,1,10,1,7,-.44177973
115627712279,0,1,0,0,galaxy tab a6 t585,10.1,16,1,0,-1,1807,.75275278,1.5065525,2,1920x1200,1100,0,100,100,1,0,0,.52137816,1,10,1,8,-.48365748
115627712279,0,1,0,0,galaxy tab a6 t585,10.1,16,1,0,-1,1807,.68993616,1.5065525,2,1920x1200,1100,0,100,100,1,0,0,.52137816,1,10,1,9,-.5464741
115627712279,0,1,0,0,galaxy tab a6 t585,10.1,16,1,0,-1,1807,.64805835,1.5065525,2,1920x1200,1100,0,100,100,1,0,0,.52137816,1,10,1,10,-.58835191
115628618714,0,0,1,0,kindle fire hd 12,8,32,0,0,-1,361,2.9115479,2.9115479,2,1280x800,26,0,100,100,0,0,2,2.1110439,1,6,1,1,.49375463
115628618714,0,0,1,0,kindle fire hd 12,8,32,0,0,-1,361,2.8543692,2.9115479,2,1280x800,26,0,100,100,0,0,2,2.1110439,1,6,1,2,.43657589
115628618714,0,0,1,0,kindle fire hd 12,8,32,0,0,-1,361,2.8543692,2.9115479,2,1280x800,26,0,100,100,0,0,2,2.1110439,1,6,1,3,.43657589
115628618714,0,0,1,0,kindle fire hd 12,8,32,0,0,-1,361,2.6828325,2.9115479,2,1280x800,26,0,100,100,0,0,2,2.1110439,1,6,1,4,.26503921
115628618714,0,0,1,0,kindle fire hd 12,8,32,0,0,-1,361,2.2825804,2.9115479,2,1280x800,26,0,100,100,0,0,2,2.1110439,1,6,1,5,-.1352129
115628618714,0,0,1,0,kindle fire hd 12,8,32,0,0,-1,361,2.1682227,2.9115479,2,1280x800,26,0,100,100,0,0,2,2.1110439,1,6,1,6,-.24957061
115628699233,1,0,0,0,ipad 7,10.2,32,1,0,-1,1397,.55348742,.55348742,,,1000,0,100,100,1,0,1,.0033209245,1,1,0,1,-.14952677
115628908070,0,0,0,1,mediapad t1,8,8,1,0,-1,416,.93847078,.93847078,,,132,0,100,100,1,0,0,.39181155,1,5,0,1,-.28037661
115628908070,0,0,0,1,mediapad t1,8,8,1,0,-1,416,.93612456,.93847078,,,132,0,100,100,1,0,0,.39181155,1,5,0,2,-.28272283
115628908070,0,0,0,1,mediapad t1,8,8,1,0,-1,416,.79066163,.93847078,,,132,0,100,100,1,0,0,.39181155,1,5,0,3,-.42818576
