id,apple,samsung,amazon,others,model,screenSize,storage,isNight,returnsAccepted,returnsDays,sellerFeedbackScore,bids,price,ram,resolution,sellerItemsSold,isPolice,sellerLifePercent,sellerYearPercent,isUsed,isBroken,deliverySpeed,startingPrice,isSold,endTime,bidCount
314257418754,0,1,0,0,galaxy tab a7,10.4,32,1,0,-1,29.0,"[119.0, 117.0, 115.0, 111.0, 98.0, 90.0, 78.0, 77.95]",119.0,,,19,0,100.0,100.0,1,0,1.0,44.0,1,2022-12-10 19:48:21+00:00,8
354495757917,1,0,0,0,ipad pro 1,10.5,256,0,0,-1,6.0,[253.0],253.0,,,3,0,100.0,100.0,1,0,0.0,253.0,1,2023-01-09 13:45:59+00:00,1
295455502761,0,1,0,0,galaxy tab a,10.1,32,1,0,-1,377.0,"[81.92, 79.92, 71.92, 51.92]",81.92,,,57,0,100.0,100.0,1,0,2.0,45.92,1,2023-01-07 19:40:04+00:00,4
165889288937,0,1,0,0,galaxy tab a6,10.1,32,0,0,-1,277.0,"[65.93, 63.93, 58.93, 57.0, 48.93, 36.93]",65.93,,,34,0,100.0,100.0,1,0,2.0,33.93,1,2023-01-23 16:22:39+00:00,6
334671880345,0,1,0,0,galaxy tab a,10.1,32,1,0,-1,741.0,"[89.5, 87.5, 82.5, 57.5, 51.5, 50.5, 49.5]",89.5,,,956,0,100.0,100.0,1,0,0.0,47.5,1,2022-12-29 21:57:11+00:00,7
385376362713,0,1,0,0,galaxy tab a6,10.1,32,1,0,-1,24.0,"[60.99, 59.99, 59.99, 54.99, 42.59, 34.99, 33.99, 32.99, 31.99, 29.99, 28.99, 24.99, 16.99]",60.99,,,24,0,100.0,100.0,1,0,1.0,10.98,1,2023-02-05 21:52:01+00:00,13
325450896856,0,1,0,0,galaxy tab a6,10.1,32,1,0,-1,1498.0,"[66.85, 64.85, 62.84, 49.85, 47.85, 37.85, 34.85]",66.85,,,2300,0,99.6,99.0,1,0,0.0,32.85,1,2022-12-10 20:28:01+00:00,7
275573144483,0,1,0,0,galaxy tab a,10.1,32,1,1,30,1230.9993523977153,[74.0],74.0,,,4800,0,100.0,100.0,1,0,1.0,0.99,1,2022-12-10 17:30:33+00:00,1
385406365972,0,1,0,0,galaxy tab a6,10.1,32,1,0,-1,24.0,"[66.99, 65.99, 64.99, 45.99, 44.99, 39.99, 16.99, 14.99, 12.89, 11.49, 10.99]",66.99,,,24,0,100.0,100.0,1,0,1.0,10.98,1,2023-02-20 21:44:01+00:00,11
334687842885,0,0,1,0,kindle fire hdx 7,7.0,32,1,0,-1,184.0,"[13.85, 13.35]",13.85,,,157,0,100.0,100.0,1,0,0.0,13.35,1,2023-01-09 19:42:11+00:00,2
