idx,apple,samsung,amazon,others,screensize,storage,isnight,returnsaccepted,isused,isbroken,deliveryspeed,se_apple,se_samsung,se_amazon,se_others,se_screensize,se_storage,se_isnight,se_returnsaccepted,se_isused,se_isbroken,se_deliveryspeed,r_squared
1,-1.9578934,-1.3025973,-.21400194,-.71073723,.30142993,.00063231494,.069675364,-.18003908,-.56611824,-.70223486,.10259797,.12783311,.11898845,.10174782,.11096442,.0089569958,.000045600726,.022428691,.028968437,.031418119,.048320767,.014441083,.7727446
2,-1.9571691,-1.3015207,-.21743704,-.70657057,.3016817,.0006330497,.06852483,-.18722378,-.56638777,-.69846225,.10381567,.12789007,.11904138,.10178784,.11100612,.008967259,.000045647852,.022446189,.028872928,.03154495,.048325066,.014446052,.7719155
3,-1.9571691,-1.3015207,-.21743704,-.70657057,.3016817,.0006330497,.06852483,-.18722378,-.56638777,-.69846225,.10381567,.12789007,.11904138,.10178784,.11100612,.008967259,.000045647852,.022446189,.028872928,.03154495,.048325066,.014446052,.7719155
4,-1.9571691,-1.3015207,-.21743704,-.70657057,.3016817,.0006330497,.06852483,-.18722378,-.56638777,-.69846225,.10381567,.12789007,.11904138,.10178784,.11100612,.008967259,.000045647852,.022446189,.028872928,.03154495,.048325066,.014446052,.7719155
5,-1.9571691,-1.3015207,-.21743704,-.70657057,.3016817,.0006330497,.06852483,-.18722378,-.56638777,-.69846225,.10381567,.12789007,.11904138,.10178784,.11100612,.008967259,.000045647852,.022446189,.028872928,.03154495,.048325066,.014446052,.7719155
6,-1.9571691,-1.3015207,-.21743704,-.70657057,.3016817,.0006330497,.06852483,-.18722378,-.56638777,-.69846225,.10381567,.12789007,.11904138,.10178784,.11100612,.008967259,.000045647852,.022446189,.028872928,.03154495,.048325066,.014446052,.7719155
7,-1.9571691,-1.3015207,-.21743704,-.70657057,.3016817,.0006330497,.06852483,-.18722378,-.56638777,-.69846225,.10381567,.12789007,.11904138,.10178784,.11100612,.008967259,.000045647852,.022446189,.028872928,.03154495,.048325066,.014446052,.7719155
8,-1.9571043,-1.3009423,-.21720797,-.70670116,.30189124,.00063214143,.067695878,-.1875045,-.56795508,-.69866276,.1037718,.12788914,.11905279,.10178652,.11100496,.0089595746,.000045620836,.022450117,.028869679,.031426262,.048326917,.014445614,.77229393
9,-1.9571043,-1.3009423,-.21720797,-.70670116,.30189124,.00063214143,.067695878,-.1875045,-.56795508,-.69866276,.1037718,.12788914,.11905279,.10178652,.11100496,.0089595746,.000045620836,.022450117,.028869679,.031426262,.048326917,.014445614,.77229393
10,-1.9571043,-1.3009423,-.21720797,-.70670116,.30189124,.00063214143,.067695878,-.1875045,-.56795508,-.69866276,.1037718,.12788914,.11905279,.10178652,.11100496,.0089595746,.000045620836,.022450117,.028869679,.031426262,.048326917,.014445614,.77229393
11,-1.9571043,-1.3009423,-.21720797,-.70670116,.30189124,.00063214143,.067695878,-.1875045,-.56795508,-.69866276,.1037718,.12788914,.11905279,.10178652,.11100496,.0089595746,.000045620836,.022450117,.028869679,.031426262,.048326917,.014445614,.77229393
12,-1.9571043,-1.3009423,-.21720797,-.70670116,.30189124,.00063214143,.067695878,-.1875045,-.56795508,-.69866276,.1037718,.12788914,.11905279,.10178652,.11100496,.0089595746,.000045620836,.022450117,.028869679,.031426262,.048326917,.014445614,.77229393
13,-1.9571043,-1.3009423,-.21720797,-.70670116,.30189124,.00063214143,.067695878,-.1875045,-.56795508,-.69866276,.1037718,.12788914,.11905279,.10178652,.11100496,.0089595746,.000045620836,.022450117,.028869679,.031426262,.048326917,.014445614,.77229393
14,-1.9571043,-1.3009423,-.21720797,-.70670116,.30189124,.00063214143,.067695878,-.1875045,-.56795508,-.69866276,.1037718,.12788914,.11905279,.10178652,.11100496,.0089595746,.000045620836,.022450117,.028869679,.031426262,.048326917,.014445614,.77229393
15,-1.966202,-1.31276,-.22517306,-.71401209,.30291229,.00063095347,.063426085,-.18934745,-.56430167,-.70250231,.10430846,.12782963,.11900674,.10174417,.11094799,.0089591313,.000045588942,.022466032,.028854743,.031424459,.048306897,.01443387,.77286905
16,-1.966202,-1.31276,-.22517306,-.71401209,.30291229,.00063095347,.063426085,-.18934745,-.56430167,-.70250231,.10430846,.12782963,.11900674,.10174417,.11094799,.0089591313,.000045588942,.022466032,.028854743,.031424459,.048306897,.01443387,.77286905
17,-1.966202,-1.31276,-.22517306,-.71401209,.30291229,.00063095347,.063426085,-.18934745,-.56430167,-.70250231,.10430846,.12782963,.11900674,.10174417,.11094799,.0089591313,.000045588942,.022466032,.028854743,.031424459,.048306897,.01443387,.77286905
18,-1.966202,-1.31276,-.22517306,-.71401209,.30291229,.00063095347,.063426085,-.18934745,-.56430167,-.70250231,.10430846,.12782963,.11900674,.10174417,.11094799,.0089591313,.000045588942,.022466032,.028854743,.031424459,.048306897,.01443387,.77286905
19,-1.966202,-1.31276,-.22517306,-.71401209,.30291229,.00063095347,.063426085,-.18934745,-.56430167,-.70250231,.10430846,.12782963,.11900674,.10174417,.11094799,.0089591313,.000045588942,.022466032,.028854743,.031424459,.048306897,.01443387,.77286905
20,-1.966202,-1.31276,-.22517306,-.71401209,.30291229,.00063095347,.063426085,-.18934745,-.56430167,-.70250231,.10430846,.12782963,.11900674,.10174417,.11094799,.0089591313,.000045588942,.022466032,.028854743,.031424459,.048306897,.01443387,.77286905
21,-1.966202,-1.31276,-.22517306,-.71401209,.30291229,.00063095347,.063426085,-.18934745,-.56430167,-.70250231,.10430846,.12782963,.11900674,.10174417,.11094799,.0089591313,.000045588942,.022466032,.028854743,.031424459,.048306897,.01443387,.77286905
22,-1.966202,-1.31276,-.22517306,-.71401209,.30291229,.00063095347,.063426085,-.18934745,-.56430167,-.70250231,.10430846,.12782963,.11900674,.10174417,.11094799,.0089591313,.000045588942,.022466032,.028854743,.031424459,.048306897,.01443387,.77286905
23,-1.966202,-1.31276,-.22517306,-.71401209,.30291229,.00063095347,.063426085,-.18934745,-.56430167,-.70250231,.10430846,.12782963,.11900674,.10174417,.11094799,.0089591313,.000045588942,.022466032,.028854743,.031424459,.048306897,.01443387,.77286905
24,-1.966202,-1.31276,-.22517306,-.71401209,.30291229,.00063095347,.063426085,-.18934745,-.56430167,-.70250231,.10430846,.12782963,.11900674,.10174417,.11094799,.0089591313,.000045588942,.022466032,.028854743,.031424459,.048306897,.01443387,.77286905
25,-1.966202,-1.31276,-.22517306,-.71401209,.30291229,.00063095347,.063426085,-.18934745,-.56430167,-.70250231,.10430846,.12782963,.11900674,.10174417,.11094799,.0089591313,.000045588942,.022466032,.028854743,.031424459,.048306897,.01443387,.77286905
26,-1.966202,-1.31276,-.22517306,-.71401209,.30291229,.00063095347,.063426085,-.18934745,-.56430167,-.70250231,.10430846,.12782963,.11900674,.10174417,.11094799,.0089591313,.000045588942,.022466032,.028854743,.031424459,.048306897,.01443387,.77286905
27,-1.966202,-1.31276,-.22517306,-.71401209,.30291229,.00063095347,.063426085,-.18934745,-.56430167,-.70250231,.10430846,.12782963,.11900674,.10174417,.11094799,.0089591313,.000045588942,.022466032,.028854743,.031424459,.048306897,.01443387,.77286905
28,-1.966202,-1.31276,-.22517306,-.71401209,.30291229,.00063095347,.063426085,-.18934745,-.56430167,-.70250231,.10430846,.12782963,.11900674,.10174417,.11094799,.0089591313,.000045588942,.022466032,.028854743,.031424459,.048306897,.01443387,.77286905
29,-1.966202,-1.31276,-.22517306,-.71401209,.30291229,.00063095347,.063426085,-.18934745,-.56430167,-.70250231,.10430846,.12782963,.11900674,.10174417,.11094799,.0089591313,.000045588942,.022466032,.028854743,.031424459,.048306897,.01443387,.77286905
30,-1.966202,-1.31276,-.22517306,-.71401209,.30291229,.00063095347,.063426085,-.18934745,-.56430167,-.70250231,.10430846,.12782963,.11900674,.10174417,.11094799,.0089591313,.000045588942,.022466032,.028854743,.031424459,.048306897,.01443387,.77286905
31,-1.966202,-1.31276,-.22517306,-.71401209,.30291229,.00063095347,.063426085,-.18934745,-.56430167,-.70250231,.10430846,.12782963,.11900674,.10174417,.11094799,.0089591313,.000045588942,.022466032,.028854743,.031424459,.048306897,.01443387,.77286905
32,-1.947875,-1.302824,-.21083197,-.69988751,.3011705,.00063303811,.065371357,-.1843131,-.56860214,-.69659525,.10684867,.12769438,.11884397,.10162875,.1108325,.0089462418,.000045545792,.022403333,.028830683,.031374499,.048246827,.014437276,.7725262
33,-1.947875,-1.302824,-.21083197,-.69988751,.3011705,.00063303811,.065371357,-.1843131,-.56860214,-.69659525,.10684867,.12769438,.11884397,.10162875,.1108325,.0089462418,.000045545792,.022403333,.028830683,.031374499,.048246827,.014437276,.7725262
34,-1.947875,-1.302824,-.21083197,-.69988751,.3011705,.00063303811,.065371357,-.1843131,-.56860214,-.69659525,.10684867,.12769438,.11884397,.10162875,.1108325,.0089462418,.000045545792,.022403333,.028830683,.031374499,.048246827,.014437276,.7725262
35,-1.947875,-1.302824,-.21083197,-.69988751,.3011705,.00063303811,.065371357,-.1843131,-.56860214,-.69659525,.10684867,.12769438,.11884397,.10162875,.1108325,.0089462418,.000045545792,.022403333,.028830683,.031374499,.048246827,.014437276,.7725262
36,-1.947875,-1.302824,-.21083197,-.69988751,.3011705,.00063303811,.065371357,-.1843131,-.56860214,-.69659525,.10684867,.12769438,.11884397,.10162875,.1108325,.0089462418,.000045545792,.022403333,.028830683,.031374499,.048246827,.014437276,.7725262
37,-1.947875,-1.302824,-.21083197,-.69988751,.3011705,.00063303811,.065371357,-.1843131,-.56860214,-.69659525,.10684867,.12769438,.11884397,.10162875,.1108325,.0089462418,.000045545792,.022403333,.028830683,.031374499,.048246827,.014437276,.7725262
38,-1.947875,-1.302824,-.21083197,-.69988751,.3011705,.00063303811,.065371357,-.1843131,-.56860214,-.69659525,.10684867,.12769438,.11884397,.10162875,.1108325,.0089462418,.000045545792,.022403333,.028830683,.031374499,.048246827,.014437276,.7725262
39,-1.947875,-1.302824,-.21083197,-.69988751,.3011705,.00063303811,.065371357,-.1843131,-.56860214,-.69659525,.10684867,.12769438,.11884397,.10162875,.1108325,.0089462418,.000045545792,.022403333,.028830683,.031374499,.048246827,.014437276,.7725262
40,-1.947875,-1.302824,-.21083197,-.69988751,.3011705,.00063303811,.065371357,-.1843131,-.56860214,-.69659525,.10684867,.12769438,.11884397,.10162875,.1108325,.0089462418,.000045545792,.022403333,.028830683,.031374499,.048246827,.014437276,.7725262
41,-1.947875,-1.302824,-.21083197,-.69988751,.3011705,.00063303811,.065371357,-.1843131,-.56860214,-.69659525,.10684867,.12769438,.11884397,.10162875,.1108325,.0089462418,.000045545792,.022403333,.028830683,.031374499,.048246827,.014437276,.7725262
42,-1.9570987,-1.3018359,-.21782477,-.70695782,.30191982,.00063210056,.068478353,-.18739101,-.5680241,-.69843245,.10355317,.12790118,.11905217,.10181016,.11101645,.0089609101,.000045625602,.022461886,.02887293,.031430915,.048329379,.014446983,.77218741
43,-1.9570987,-1.3018359,-.21782477,-.70695782,.30191982,.00063210056,.068478353,-.18739101,-.5680241,-.69843245,.10355317,.12790118,.11905217,.10181016,.11101645,.0089609101,.000045625602,.022461886,.02887293,.031430915,.048329379,.014446983,.77218741
44,-1.9570987,-1.3018359,-.21782477,-.70695782,.30191982,.00063210056,.068478353,-.18739101,-.5680241,-.69843245,.10355317,.12790118,.11905217,.10181016,.11101645,.0089609101,.000045625602,.022461886,.02887293,.031430915,.048329379,.014446983,.77218741
45,-1.9570987,-1.3018359,-.21782477,-.70695782,.30191982,.00063210056,.068478353,-.18739101,-.5680241,-.69843245,.10355317,.12790118,.11905217,.10181016,.11101645,.0089609101,.000045625602,.022461886,.02887293,.031430915,.048329379,.014446983,.77218741
46,-1.9570987,-1.3018359,-.21782477,-.70695782,.30191982,.00063210056,.068478353,-.18739101,-.5680241,-.69843245,.10355317,.12790118,.11905217,.10181016,.11101645,.0089609101,.000045625602,.022461886,.02887293,.031430915,.048329379,.014446983,.77218741
47,-1.9570987,-1.3018359,-.21782477,-.70695782,.30191982,.00063210056,.068478353,-.18739101,-.5680241,-.69843245,.10355317,.12790118,.11905217,.10181016,.11101645,.0089609101,.000045625602,.022461886,.02887293,.031430915,.048329379,.014446983,.77218741
48,-1.9570987,-1.3018359,-.21782477,-.70695782,.30191982,.00063210056,.068478353,-.18739101,-.5680241,-.69843245,.10355317,.12790118,.11905217,.10181016,.11101645,.0089609101,.000045625602,.022461886,.02887293,.031430915,.048329379,.014446983,.77218741
49,-1.9570987,-1.3018359,-.21782477,-.70695782,.30191982,.00063210056,.068478353,-.18739101,-.5680241,-.69843245,.10355317,.12790118,.11905217,.10181016,.11101645,.0089609101,.000045625602,.022461886,.02887293,.031430915,.048329379,.014446983,.77218741
50,-1.9565409,-1.3014038,-.21664299,-.70648503,.30184117,.00063220708,.067797326,-.18756165,-.56777442,-.69858092,.10369572,.1278519,.11900423,.10176138,.11097147,.0089572147,.000045606412,.022432407,.028861135,.031417143,.048310135,.014438654,.77236134
51,-1.9565409,-1.3014038,-.21664299,-.70648503,.30184117,.00063220708,.067797326,-.18756165,-.56777442,-.69858092,.10369572,.1278519,.11900423,.10176138,.11097147,.0089572147,.000045606412,.022432407,.028861135,.031417143,.048310135,.014438654,.77236134
52,-1.9565409,-1.3014038,-.21664299,-.70648503,.30184117,.00063220708,.067797326,-.18756165,-.56777442,-.69858092,.10369572,.1278519,.11900423,.10176138,.11097147,.0089572147,.000045606412,.022432407,.028861135,.031417143,.048310135,.014438654,.77236134
53,-1.9555601,-1.3009948,-.21488021,-.70619267,.30186045,.00063209992,.066477291,-.18804544,-.56754953,-.69874859,.10294311,.12784013,.11899334,.10175372,.11096096,.0089560002,.000045602534,.022439672,.028859695,.031414017,.048305716,.014442194,.77251792
54,-1.9555601,-1.3009948,-.21488021,-.70619267,.30186045,.00063209992,.066477291,-.18804544,-.56754953,-.69874859,.10294311,.12784013,.11899334,.10175372,.11096096,.0089560002,.000045602534,.022439672,.028859695,.031414017,.048305716,.014442194,.77251792
55,-1.9555601,-1.3009948,-.21488021,-.70619267,.30186045,.00063209992,.066477291,-.18804544,-.56754953,-.69874859,.10294311,.12784013,.11899334,.10175372,.11096096,.0089560002,.000045602534,.022439672,.028859695,.031414017,.048305716,.014442194,.77251792
56,-1.9555601,-1.3009948,-.21488021,-.70619267,.30186045,.00063209992,.066477291,-.18804544,-.56754953,-.69874859,.10294311,.12784013,.11899334,.10175372,.11096096,.0089560002,.000045602534,.022439672,.028859695,.031414017,.048305716,.014442194,.77251792
57,-1.9555601,-1.3009948,-.21488021,-.70619267,.30186045,.00063209992,.066477291,-.18804544,-.56754953,-.69874859,.10294311,.12784013,.11899334,.10175372,.11096096,.0089560002,.000045602534,.022439672,.028859695,.031414017,.048305716,.014442194,.77251792
58,-1.9665115,-1.3100156,-.22537337,-.71489495,.30187175,.00063243194,.068590619,-.18715382,-.56823164,-.69794285,.10417504,.12801179,.11913323,.10190886,.1111057,.0089542968,.000045594235,.022421915,.028853441,.03140847,.048297901,.01443972,.77242792
59,-1.9570342,-1.3016897,-.21721917,-.70678264,.30189046,.00063219632,.068069652,-.1874508,-.56792319,-.69844902,.10364402,.12792495,.11906318,.10180645,.11102682,.0089627625,.000045631885,.022443941,.028878815,.031445436,.048338916,.01444883,.77226001
60,-1.9570342,-1.3016897,-.21721917,-.70678264,.30189046,.00063219632,.068069652,-.1874508,-.56792319,-.69844902,.10364402,.12792495,.11906318,.10180645,.11102682,.0089627625,.000045631885,.022443941,.028878815,.031445436,.048338916,.01444883,.77226001
61,-1.9570342,-1.3016897,-.21721917,-.70678264,.30189046,.00063219632,.068069652,-.1874508,-.56792319,-.69844902,.10364402,.12792495,.11906318,.10180645,.11102682,.0089627625,.000045631885,.022443941,.028878815,.031445436,.048338916,.01444883,.77226001
62,-1.9570342,-1.3016897,-.21721917,-.70678264,.30189046,.00063219632,.068069652,-.1874508,-.56792319,-.69844902,.10364402,.12792495,.11906318,.10180645,.11102682,.0089627625,.000045631885,.022443941,.028878815,.031445436,.048338916,.01444883,.77226001
63,-1.9570342,-1.3016897,-.21721917,-.70678264,.30189046,.00063219632,.068069652,-.1874508,-.56792319,-.69844902,.10364402,.12792495,.11906318,.10180645,.11102682,.0089627625,.000045631885,.022443941,.028878815,.031445436,.048338916,.01444883,.77226001
64,-1.9570342,-1.3016897,-.21721917,-.70678264,.30189046,.00063219632,.068069652,-.1874508,-.56792319,-.69844902,.10364402,.12792495,.11906318,.10180645,.11102682,.0089627625,.000045631885,.022443941,.028878815,.031445436,.048338916,.01444883,.77226001
65,-1.9570342,-1.3016897,-.21721917,-.70678264,.30189046,.00063219632,.068069652,-.1874508,-.56792319,-.69844902,.10364402,.12792495,.11906318,.10180645,.11102682,.0089627625,.000045631885,.022443941,.028878815,.031445436,.048338916,.01444883,.77226001
66,-1.9570342,-1.3016897,-.21721917,-.70678264,.30189046,.00063219632,.068069652,-.1874508,-.56792319,-.69844902,.10364402,.12792495,.11906318,.10180645,.11102682,.0089627625,.000045631885,.022443941,.028878815,.031445436,.048338916,.01444883,.77226001
67,-1.9570342,-1.3016897,-.21721917,-.70678264,.30189046,.00063219632,.068069652,-.1874508,-.56792319,-.69844902,.10364402,.12792495,.11906318,.10180645,.11102682,.0089627625,.000045631885,.022443941,.028878815,.031445436,.048338916,.01444883,.77226001
68,-1.9580572,-1.30146,-.21758075,-.70636892,.30139789,.00063468242,.069266275,-.18661126,-.56399792,-.69787657,.10349759,.12779066,.11894821,.10170785,.11091907,.0089548919,.000045597026,.022419853,.028849307,.03144275,.048287988,.014431884,.77216583
69,-1.9580572,-1.30146,-.21758075,-.70636892,.30139789,.00063468242,.069266275,-.18661126,-.56399792,-.69787657,.10349759,.12779066,.11894821,.10170785,.11091907,.0089548919,.000045597026,.022419853,.028849307,.03144275,.048287988,.014431884,.77216583
70,-1.9580572,-1.30146,-.21758075,-.70636892,.30139789,.00063468242,.069266275,-.18661126,-.56399792,-.69787657,.10349759,.12779066,.11894821,.10170785,.11091907,.0089548919,.000045597026,.022419853,.028849307,.03144275,.048287988,.014431884,.77216583
71,-1.9575912,-1.3017181,-.21703479,-.70680696,.30194208,.00063197489,.067786135,-.18735108,-.56814134,-.69834697,.1035043,.12787759,.11902488,.101774,.11099048,.0089590568,.000045616616,.022436472,.028866585,.031425405,.048319064,.014443869,.77229375
72,-1.9575912,-1.3017181,-.21703479,-.70680696,.30194208,.00063197489,.067786135,-.18735108,-.56814134,-.69834697,.1035043,.12787759,.11902488,.101774,.11099048,.0089590568,.000045616616,.022436472,.028866585,.031425405,.048319064,.014443869,.77229375
73,-1.9575912,-1.3017181,-.21703479,-.70680696,.30194208,.00063197489,.067786135,-.18735108,-.56814134,-.69834697,.1035043,.12787759,.11902488,.101774,.11099048,.0089590568,.000045616616,.022436472,.028866585,.031425405,.048319064,.014443869,.77229375
74,-1.9575912,-1.3017181,-.21703479,-.70680696,.30194208,.00063197489,.067786135,-.18735108,-.56814134,-.69834697,.1035043,.12787759,.11902488,.101774,.11099048,.0089590568,.000045616616,.022436472,.028866585,.031425405,.048319064,.014443869,.77229375
75,-1.9575912,-1.3017181,-.21703479,-.70680696,.30194208,.00063197489,.067786135,-.18735108,-.56814134,-.69834697,.1035043,.12787759,.11902488,.101774,.11099048,.0089590568,.000045616616,.022436472,.028866585,.031425405,.048319064,.014443869,.77229375
76,-1.9667745,-1.3135529,-.22353029,-.71396416,.30281788,.00063184957,.067303792,-.18638799,-.56798792,-.6980778,.10443685,.12808071,.11933119,.10189171,.1111289,.0089832647,.000045627996,.022441516,.028883012,.031430669,.048332594,.014454911,.77242064
77,-1.9667745,-1.3135529,-.22353029,-.71396416,.30281788,.00063184957,.067303792,-.18638799,-.56798792,-.6980778,.10443685,.12808071,.11933119,.10189171,.1111289,.0089832647,.000045627996,.022441516,.028883012,.031430669,.048332594,.014454911,.77242064
78,-1.9667745,-1.3135529,-.22353029,-.71396416,.30281788,.00063184957,.067303792,-.18638799,-.56798792,-.6980778,.10443685,.12808071,.11933119,.10189171,.1111289,.0089832647,.000045627996,.022441516,.028883012,.031430669,.048332594,.014454911,.77242064
79,-1.9667745,-1.3135529,-.22353029,-.71396416,.30281788,.00063184957,.067303792,-.18638799,-.56798792,-.6980778,.10443685,.12808071,.11933119,.10189171,.1111289,.0089832647,.000045627996,.022441516,.028883012,.031430669,.048332594,.014454911,.77242064
80,-1.9667745,-1.3135529,-.22353029,-.71396416,.30281788,.00063184957,.067303792,-.18638799,-.56798792,-.6980778,.10443685,.12808071,.11933119,.10189171,.1111289,.0089832647,.000045627996,.022441516,.028883012,.031430669,.048332594,.014454911,.77242064
81,-1.9667745,-1.3135529,-.22353029,-.71396416,.30281788,.00063184957,.067303792,-.18638799,-.56798792,-.6980778,.10443685,.12808071,.11933119,.10189171,.1111289,.0089832647,.000045627996,.022441516,.028883012,.031430669,.048332594,.014454911,.77242064
82,-1.9667745,-1.3135529,-.22353029,-.71396416,.30281788,.00063184957,.067303792,-.18638799,-.56798792,-.6980778,.10443685,.12808071,.11933119,.10189171,.1111289,.0089832647,.000045627996,.022441516,.028883012,.031430669,.048332594,.014454911,.77242064
83,-1.9667745,-1.3135529,-.22353029,-.71396416,.30281788,.00063184957,.067303792,-.18638799,-.56798792,-.6980778,.10443685,.12808071,.11933119,.10189171,.1111289,.0089832647,.000045627996,.022441516,.028883012,.031430669,.048332594,.014454911,.77242064
84,-1.9667745,-1.3135529,-.22353029,-.71396416,.30281788,.00063184957,.067303792,-.18638799,-.56798792,-.6980778,.10443685,.12808071,.11933119,.10189171,.1111289,.0089832647,.000045627996,.022441516,.028883012,.031430669,.048332594,.014454911,.77242064
85,-1.9667745,-1.3135529,-.22353029,-.71396416,.30281788,.00063184957,.067303792,-.18638799,-.56798792,-.6980778,.10443685,.12808071,.11933119,.10189171,.1111289,.0089832647,.000045627996,.022441516,.028883012,.031430669,.048332594,.014454911,.77242064
86,-1.9667745,-1.3135529,-.22353029,-.71396416,.30281788,.00063184957,.067303792,-.18638799,-.56798792,-.6980778,.10443685,.12808071,.11933119,.10189171,.1111289,.0089832647,.000045627996,.022441516,.028883012,.031430669,.048332594,.014454911,.77242064
87,-1.9570655,-1.3015448,-.21728884,-.70683515,.30189151,.00063213648,.06814485,-.18753593,-.56788909,-.6985082,.10358159,.1279185,.1190739,.10181018,.11103043,.0089616394,.000045632965,.022444615,.028884765,.031432919,.04833689,.014462637,.7722975
88,-1.9570655,-1.3015448,-.21728884,-.70683515,.30189151,.00063213648,.06814485,-.18753593,-.56788909,-.6985082,.10358159,.1279185,.1190739,.10181018,.11103043,.0089616394,.000045632965,.022444615,.028884765,.031432919,.04833689,.014462637,.7722975
89,-1.9570655,-1.3015448,-.21728884,-.70683515,.30189151,.00063213648,.06814485,-.18753593,-.56788909,-.6985082,.10358159,.1279185,.1190739,.10181018,.11103043,.0089616394,.000045632965,.022444615,.028884765,.031432919,.04833689,.014462637,.7722975
90,-1.9570655,-1.3015448,-.21728884,-.70683515,.30189151,.00063213648,.06814485,-.18753593,-.56788909,-.6985082,.10358159,.1279185,.1190739,.10181018,.11103043,.0089616394,.000045632965,.022444615,.028884765,.031432919,.04833689,.014462637,.7722975
91,-1.9570655,-1.3015448,-.21728884,-.70683515,.30189151,.00063213648,.06814485,-.18753593,-.56788909,-.6985082,.10358159,.1279185,.1190739,.10181018,.11103043,.0089616394,.000045632965,.022444615,.028884765,.031432919,.04833689,.014462637,.7722975
92,-1.9570655,-1.3015448,-.21728884,-.70683515,.30189151,.00063213648,.06814485,-.18753593,-.56788909,-.6985082,.10358159,.1279185,.1190739,.10181018,.11103043,.0089616394,.000045632965,.022444615,.028884765,.031432919,.04833689,.014462637,.7722975
93,-1.9570655,-1.3015448,-.21728884,-.70683515,.30189151,.00063213648,.06814485,-.18753593,-.56788909,-.6985082,.10358159,.1279185,.1190739,.10181018,.11103043,.0089616394,.000045632965,.022444615,.028884765,.031432919,.04833689,.014462637,.7722975
94,-1.9570655,-1.3015448,-.21728884,-.70683515,.30189151,.00063213648,.06814485,-.18753593,-.56788909,-.6985082,.10358159,.1279185,.1190739,.10181018,.11103043,.0089616394,.000045632965,.022444615,.028884765,.031432919,.04833689,.014462637,.7722975
95,-1.9570655,-1.3015448,-.21728884,-.70683515,.30189151,.00063213648,.06814485,-.18753593,-.56788909,-.6985082,.10358159,.1279185,.1190739,.10181018,.11103043,.0089616394,.000045632965,.022444615,.028884765,.031432919,.04833689,.014462637,.7722975
96,-1.9570655,-1.3015448,-.21728884,-.70683515,.30189151,.00063213648,.06814485,-.18753593,-.56788909,-.6985082,.10358159,.1279185,.1190739,.10181018,.11103043,.0089616394,.000045632965,.022444615,.028884765,.031432919,.04833689,.014462637,.7722975
97,-1.9575596,-1.3026218,-.2187117,-.7075395,.30190012,.00063248118,.068394274,-.18729176,-.56668782,-.69853795,.10323399,.12788248,.11904456,.10182146,.11100563,.0089588007,.000045620545,.022438617,.028868973,.031518355,.048320618,.014466243,.77190191
98,-1.9575596,-1.3026218,-.2187117,-.7075395,.30190012,.00063248118,.068394274,-.18729176,-.56668782,-.69853795,.10323399,.12788248,.11904456,.10182146,.11100563,.0089588007,.000045620545,.022438617,.028868973,.031518355,.048320618,.014466243,.77190191
99,-1.9575596,-1.3026218,-.2187117,-.7075395,.30190012,.00063248118,.068394274,-.18729176,-.56668782,-.69853795,.10323399,.12788248,.11904456,.10182146,.11100563,.0089588007,.000045620545,.022438617,.028868973,.031518355,.048320618,.014466243,.77190191
100,-1.9575596,-1.3026218,-.2187117,-.7075395,.30190012,.00063248118,.068394274,-.18729176,-.56668782,-.69853795,.10323399,.12788248,.11904456,.10182146,.11100563,.0089588007,.000045620545,.022438617,.028868973,.031518355,.048320618,.014466243,.77190191
101,-1.9575596,-1.3026218,-.2187117,-.7075395,.30190012,.00063248118,.068394274,-.18729176,-.56668782,-.69853795,.10323399,.12788248,.11904456,.10182146,.11100563,.0089588007,.000045620545,.022438617,.028868973,.031518355,.048320618,.014466243,.77190191
102,-1.9575596,-1.3026218,-.2187117,-.7075395,.30190012,.00063248118,.068394274,-.18729176,-.56668782,-.69853795,.10323399,.12788248,.11904456,.10182146,.11100563,.0089588007,.000045620545,.022438617,.028868973,.031518355,.048320618,.014466243,.77190191
103,-1.9552687,-1.300164,-.21577829,-.70529723,.30186918,.00063211058,.068138592,-.18750899,-.56785446,-.69852,.10362709,.12804399,.11916526,.10192995,.11113482,.0089559248,.000045601751,.022423249,.028857497,.031412773,.048304059,.014436953,.77240682
104,-1.9583323,-1.3034443,-.21899481,-.70328325,.30193213,.00063226477,.068687774,-.18884259,-.56714714,-.69787753,.10336863,.12786549,.11902308,.10177478,.11101898,.0089576626,.000045610661,.022432687,.028886415,.031425398,.048316594,.014441679,.77242512
105,-1.9583323,-1.3034443,-.21899481,-.70328325,.30193213,.00063226477,.068687774,-.18884259,-.56714714,-.69787753,.10336863,.12786549,.11902308,.10177478,.11101898,.0089576626,.000045610661,.022432687,.028886415,.031425398,.048316594,.014441679,.77242512
106,-1.9583323,-1.3034443,-.21899481,-.70328325,.30193213,.00063226477,.068687774,-.18884259,-.56714714,-.69787753,.10336863,.12786549,.11902308,.10177478,.11101898,.0089576626,.000045610661,.022432687,.028886415,.031425398,.048316594,.014441679,.77242512
107,-1.9583323,-1.3034443,-.21899481,-.70328325,.30193213,.00063226477,.068687774,-.18884259,-.56714714,-.69787753,.10336863,.12786549,.11902308,.10177478,.11101898,.0089576626,.000045610661,.022432687,.028886415,.031425398,.048316594,.014441679,.77242512
108,-1.9583323,-1.3034443,-.21899481,-.70328325,.30193213,.00063226477,.068687774,-.18884259,-.56714714,-.69787753,.10336863,.12786549,.11902308,.10177478,.11101898,.0089576626,.000045610661,.022432687,.028886415,.031425398,.048316594,.014441679,.77242512
